Location,Bedroom,Total_Sqft,Bathroom,Price,Price/Sqft
HSR Layout,3,1400.0,3.0,5600000,4000.0
HSR Layout,2,1372.0,2.0,6800000,4956.27
HSR Layout,3,1430.0,2.0,6500000,4545.45
HSR Layout,3,1475.0,3.0,7500000,5084.75
HSR Layout,2,1467.0,2.0,5500000,3749.15
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1372.0,2.0,6100000,4446.06
HSR Layout,3,1750.0,3.0,9500000,5428.57
HSR Layout,3,2424.0,3.0,9000000,3712.87
HSR Layout,2,1027.0,2.0,4400000,4284.32
HSR Layout,3,1650.0,3.0,11000000,6666.67
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1372.0,2.0,6100000,4446.06
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1185.0,2.0,6000000,5063.29
HSR Layout,2,1127.0,2.0,6800000,6033.72
HSR Layout,3,1600.0,2.0,11500000,7187.5
HSR Layout,2,1145.0,2.0,4800000,4192.14
HSR Layout,2,1009.0,2.0,5600000,5550.05
HSR Layout,2,1300.0,2.0,9800000,7538.46
HSR Layout,3,2400.0,3.0,8800000,3666.67
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1126.0,2.0,6900000,6127.89
HSR Layout,3,1360.0,2.0,5300000,3897.06
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1145.0,2.0,4600000,4017.47
HSR Layout,2,1142.0,2.0,6500000,5691.77
HSR Layout,2,1145.0,2.0,4600000,4017.47
HSR Layout,3,1844.0,3.0,9500000,5151.84
HSR Layout,2,1203.0,2.0,7200000,5985.04
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,5,4200.0,5.0,24500000,5833.33
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1145.0,2.0,4600000,4017.47
HSR Layout,2,1009.0,2.0,5600000,5550.05
HSR Layout,2,1145.0,2.0,4600000,4017.47
HSR Layout,2,1100.0,2.0,4400000,4000.0
HSR Layout,2,1203.0,2.0,6000000,4987.53
HSR Layout,2,1120.0,2.0,7000000,6250.0
HSR Layout,2,1140.0,2.0,4600000,4035.09
HSR Layout,2,1289.0,2.0,7000000,5430.57
HSR Layout,3,1844.0,3.0,8900000,4826.46
HSR Layout,2,1203.0,2.0,6000000,4987.53
HSR Layout,2,1140.0,2.0,4600000,4035.09
Haralur Road,2,1240.0,2.0,7000000,5645.16
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,3,1464.0,3.0,5600000,3825.14
Haralur Road,4,2650.0,4.0,19800000,7471.7
Haralur Road,4,2805.0,5.0,15400000,5490.2
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,2,1202.0,2.0,5300000,4409.32
Haralur Road,2,1056.0,2.0,6100000,5776.52
Haralur Road,3,1464.0,3.0,5600000,3825.14
Haralur Road,3,1810.0,3.0,10000000,5524.86
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,4,2805.0,4.0,15400000,5490.2
Haralur Road,2,1225.0,2.0,6738000,5500.41
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,3,1920.0,3.0,11500000,5989.58
Haralur Road,3,1875.0,3.0,11000000,5866.67
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,2,1140.0,2.0,4300000,3771.93
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,3,2017.0,3.0,12500000,6197.32
Haralur Road,2,1140.0,2.0,4300000,3771.93
Haralur Road,3,1875.0,3.0,11000000,5866.67
Haralur Road,2,1092.0,2.0,4400000,4029.3
Haralur Road,3,2475.0,4.0,13000000,5252.53
Haralur Road,2,1300.0,2.0,7300000,5615.38
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,3,1850.0,3.0,11000000,5945.95
Haralur Road,2,1225.0,2.0,6738000,5500.41
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,4,3400.0,5.0,24000000,7058.82
Haralur Road,2,1464.0,2.0,5600000,3825.14
Haralur Road,2,1230.0,2.0,7800000,6341.46
Haralur Road,2,1000.0,2.0,4400000,4400.0
Haralur Road,2,1300.0,2.0,7900000,6076.92
Haralur Road,3,1444.0,2.0,8000000,5540.17
Haralur Road,2,1088.0,2.0,6800000,6250.0
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,3,1464.0,3.0,5600000,3825.14
Haralur Road,2,1225.0,2.0,7000000,5714.29
Haralur Road,3,1464.0,3.0,5600000,3825.14
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,3,1830.0,3.0,10100000,5519.13
Haralur Road,3,1810.0,3.0,12600000,6961.33
Haralur Road,2,1464.0,2.0,5600000,3825.14
Haralur Road,3,1520.0,2.0,9600000,6315.79
Haralur Road,2,1300.0,2.0,7500000,5769.23
Haralur Road,3,2017.0,2.0,12500000,6197.32
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,4,2805.0,5.0,16000000,5704.1
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,3,2017.0,3.0,10500000,5205.75
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,3,1520.0,2.0,9000000,5921.05
Haralur Road,2,1300.0,2.0,6000000,4615.38
Haralur Road,3,1985.0,3.0,13000000,6549.12
Haralur Road,3,1255.0,2.0,9000000,7171.31
Haralur Road,2,1056.0,2.0,6000000,5681.82
Haralur Road,2,1140.0,2.0,4200000,3684.21
Haralur Road,2,1245.0,2.0,6200000,4979.92
Haralur Road,2,1140.0,2.0,5800000,5087.72
Haralur Road,2,1140.0,2.0,4200000,3684.21
Haralur Road,2,1027.0,2.0,4300000,4186.95
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,3,1560.0,3.0,9000000,5769.23
Haralur Road,3,1520.0,2.0,8500000,5592.11
Haralur Road,2,1243.0,2.0,4500000,3620.27
Haralur Road,2,1027.0,2.0,4400000,4284.32
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,3,1650.0,3.0,10000000,6060.61
Haralur Road,3,1580.0,3.0,7300000,4620.25
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,4,2805.0,4.0,15400000,5490.2
Haralur Road,3,1520.0,2.0,9600000,6315.79
Haralur Road,3,1510.0,3.0,8305000,5500.0
Haralur Road,2,1056.0,2.0,6500000,6155.3
Haralur Road,3,1810.0,3.0,10000000,5524.86
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,1,575.0,1.0,3800000,6608.7
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,2,1140.0,2.0,4300000,3771.93
Haralur Road,3,1850.0,3.0,12000000,6486.49
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,2,1194.0,2.0,4700000,3936.35
Haralur Road,3,1464.0,3.0,5600000,3825.14
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,3,1710.0,3.0,8500000,4970.76
Haralur Road,3,1730.0,3.0,9500000,5491.33
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,3,1817.0,3.0,11000000,6053.94
Haralur Road,2,1225.0,2.0,7700000,6285.71
Haralur Road,2,1285.0,2.0,7800000,6070.04
Haralur Road,2,1225.0,2.0,6748000,5508.57
Haralur Road,2,1225.0,2.0,6984000,5701.22
Haralur Road,2,1200.0,2.0,4600000,3833.33
Haralur Road,2,1315.0,2.0,8500000,6463.88
Haralur Road,3,1976.0,3.0,9200000,4655.87
Haralur Road,2,1300.0,2.0,7500000,5769.23
Haralur Road,2,1309.0,2.0,8200000,6264.32
Haralur Road,2,1027.0,1.0,4400000,4284.32
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,2,1140.0,2.0,4300000,3771.93
Haralur Road,2,1300.0,2.0,7500000,5769.23
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,3,1890.0,3.0,8400000,4444.44
Haralur Road,2,1230.0,2.0,6765000,5500.0
Haralur Road,2,1194.0,2.0,4600000,3852.6
Haralur Road,2,1092.0,2.0,4400000,4029.3
Haralur Road,3,1464.0,3.0,5600000,3825.14
Haralur Road,3,1255.0,3.0,9000000,7171.31
Haralur Road,3,1735.0,3.0,9700000,5590.78
Haralur Road,3,1810.0,3.0,9783000,5404.97
Haralur Road,2,1200.0,2.0,4600000,3833.33
Haralur Road,2,1243.0,2.0,4600000,3700.72
Haralur Road,3,1810.0,3.0,11200000,6187.85
Harlur,2,1508.0,2.0,7700000,5106.1
Harlur,3,1752.12,3.0,13500000,7704.95
Harlur,3,2450.0,3.0,12000000,4897.96
Harlur,3,1460.0,3.0,7300000,5000.0
Harlur,3,1709.0,3.0,15000000,8777.06
Harlur,2,1174.0,2.0,6900000,5877.34
Harlur,2,1033.0,2.0,4900000,4743.47
Harlur,2,1197.0,2.0,8400000,7017.54
Harlur,3,1757.0,3.0,13200000,7512.81
Harlur,2,1174.0,2.0,7600000,6473.59
Harlur,3,1754.0,3.0,12500000,7126.57
Harlur,2,1290.0,2.0,8500000,6589.15
Harlur,3,1752.12,3.0,11600000,6620.55
Harlur,3,1754.0,3.0,13500000,7696.69
Harlur,3,1754.0,3.0,12400000,7069.56
Harlur,2,1152.0,2.0,6900000,5989.58
Harlur,2,1290.0,2.0,8700000,6744.19
Harlur,3,1749.0,3.0,11500000,6575.19
Harlur,4,3385.0,4.0,26000000,7680.95
Harlur,3,1758.0,3.0,13300000,7565.42
Harlur,4,1884.0,4.0,12000000,6369.43
Harlur,2,1197.0,2.0,7900000,6599.83
Harlur,2,1174.0,2.0,7800000,6643.95
Harlur,3,1730.0,3.0,10000000,5780.35
Harlur,3,2138.0,3.0,11000000,5145.0
Harlur,2,1200.0,2.0,5200000,4333.33
Harlur,2,1197.0,2.0,7900000,6599.83
Harlur,3,1749.0,3.0,11200000,6403.66
Harlur,2,1174.0,2.0,7500000,6388.42
Harlur,3,1750.0,3.0,13600000,7771.43
Harlur,3,1620.0,3.0,11000000,6790.12
Harlur,3,1414.0,3.0,7750000,5480.91
Harlur,3,1630.0,3.0,9510000,5834.36
Harlur,3,1762.0,3.0,13300000,7548.24
Harlur,3,1756.0,3.0,13100000,7460.14
Harlur,3,1755.0,3.0,13000000,7407.41
Harlur,3,1864.0,3.0,14000000,7510.73
Harlur,2,1331.0,2.0,8800000,6611.57
Harlur,3,1752.12,3.0,13300000,7590.8
Harlur,2,1133.0,2.0,5500000,4854.37
Harlur,3,1756.0,3.0,12800000,7289.29
Harlur,3,1749.0,3.0,12000000,6861.06
Harlur,2,1197.0,2.0,8200000,6850.46
Harlur,2,1303.0,2.0,9000000,6907.14
Harlur,3,1754.0,3.0,13200000,7525.66
Harlur,2,1174.0,2.0,7500000,6388.42
Harlur,3,1756.0,3.0,13400000,7630.98
Harlur,2,1197.0,2.0,7800000,6516.29
Harlur,2,1290.0,2.0,8990000,6968.99
Harlur,2,1386.0,2.0,8500000,6132.76
Harlur,2,1174.0,2.0,7400000,6303.24
Harlur,2,1174.0,2.0,7800000,6643.95
Harlur,3,1710.0,3.0,8500000,4970.76
Harlur,3,1755.0,3.0,11500000,6552.71
Harlur,4,2820.0,4.0,15350000,5443.26
Harlur,4,2569.0,4.0,17500000,6811.99
Harlur,3,1710.0,3.0,8500000,4970.76
Harlur,2,1197.0,2.0,7700000,6432.75
Harlur,3,1752.12,3.0,12500000,7134.21
Harlur,4,2569.0,5.0,18000000,7006.62
Harlur,2,1225.0,2.0,5600000,4571.43
Harlur,2,1197.0,2.0,7600000,6349.21
Harlur,3,2137.0,3.0,11000000,5147.4
Harlur,2,1197.0,2.0,7500000,6265.66
Harlur,3,1755.0,3.0,11700000,6666.67
Harlur,2,1197.0,2.0,7990000,6675.02
Harlur,2,936.0,2.0,4500000,4807.69
Harlur,4,2990.0,4.0,22500000,7525.08
Harlur,2,1370.0,2.0,8800000,6423.36
Harlur,2,1335.0,2.0,7276000,5450.19
Hebbal,3,1760.0,2.0,12300000,6988.64
Hebbal,4,5611.5,4.0,47700000,8500.4
Hebbal,3,1900.0,3.0,11900000,6263.16
Hebbal,2,1349.0,2.0,9820000,7279.47
Hebbal,4,2483.0,5.0,21200000,8538.06
Hebbal,3,1760.0,2.0,13000000,7386.36
Hebbal,3,1920.0,3.0,13400000,6979.17
Hebbal,2,1337.0,2.0,8200000,6133.13
Hebbal,2,1349.0,2.0,9800000,7264.64
Hebbal,3,1255.0,2.0,7768000,6189.64
Hebbal,3,1355.0,3.0,8387000,6189.67
Hebbal,3,1790.0,3.0,12700000,7094.97
Hebbal,2,687.325,2.0,4272000,6215.4
Hebbal,4,2790.0,5.0,19800000,7096.77
Hebbal,3,1985.0,4.0,18900000,9521.41
Hebbal,4,2483.0,5.0,21500000,8658.88
Hebbal,2,1080.0,2.0,5400000,5000.0
Hebbal,2,812.0,2.0,5500000,6773.4
Hebbal,4,2790.0,4.0,19800000,7096.77
Hebbal,2,1075.0,2.0,5200000,4837.21
Hebbal,4,3067.0,4.0,23000000,7499.18
Hebbal,3,2526.0,2.0,25000000,9897.07
Hebbal,4,3067.0,4.0,23000000,7499.18
Hebbal,3,1255.0,2.0,7768000,6189.64
Hebbal,2,823.0,2.0,5063000,6151.88
Hebbal,2,1420.0,2.0,12300000,8661.97
Hebbal,3,1069.0,3.0,6540000,6117.87
Hebbal,2,1420.0,2.0,9939000,6999.3
Hebbal,4,4235.0,4.0,36500000,8618.65
Hebbal,3,1700.0,3.0,12400000,7294.12
Hebbal,4,3960.0,5.0,38600000,9747.47
Hebbal,3,1550.0,2.0,7500000,4838.71
Hebbal,2,1420.0,2.0,9939000,6999.3
Hebbal,3,1355.0,3.0,8387000,6189.67
Hebbal,2,1440.0,2.0,11500000,7986.11
Hebbal,2,1100.0,2.0,5400000,4909.09
Hebbal,3,1355.0,3.0,8387000,6189.67
Hebbal,3,2400.0,4.0,18000000,7500.0
Hebbal,3,1255.0,2.0,7768000,6189.64
Hebbal,2,1420.0,2.0,10700000,7535.21
Hebbal,2,1320.0,2.0,9200000,6969.7
Hebbal,2,919.0,2.0,4900000,5331.88
Hebbal,3,1645.0,3.0,13500000,8206.69
Hebbal,3,2080.0,3.0,17500000,8413.46
Hebbal,3,1355.0,3.0,8387000,6189.67
Hebbal,4,2483.0,5.0,23000000,9262.99
Hebbal,3,2600.0,3.0,19500000,7500.0
Hebbal,3,1645.0,3.0,11700000,7112.46
Hebbal,2,1251.0,2.0,8873000,7092.73
Hebbal,3,1645.0,3.0,12100000,7355.62
Hebbal,3,1760.0,3.0,12300000,6988.64
Hebbal,4,2790.0,4.0,19800000,7096.77
Hebbal,4,3960.0,5.0,38600000,9747.47
Hebbal,3,1645.0,3.0,12000000,7294.83
Hebbal,3,1255.0,2.0,9000000,7171.31
Hebbal,3,1645.0,3.0,11700000,7112.46
Hebbal,3,1255.0,3.0,7768000,6189.64
Hebbal,3,1586.0,3.0,9000000,5674.65
Hebbal,3,1636.0,3.0,11900000,7273.84
Hebbal,3,1255.0,2.0,9500000,7569.72
Hebbal,4,2790.0,4.0,19800000,7096.77
Hebbal,3,1269.0,2.0,7300000,5752.56
Hebbal,3,1255.0,2.0,9500000,7569.72
Hebbal,2,1088.0,2.0,6145000,5647.98
Hebbal,2,1349.0,2.0,9780000,7249.81
Hebbal,3,1255.0,3.0,7768000,6189.64
Hebbal,2,1344.0,2.0,10800000,8035.71
Hebbal,3,1255.0,2.0,9000000,7171.31
Hebbal,3,1255.0,3.0,7768000,6189.64
Hebbal,2,1138.0,2.0,11000000,9666.08
Hebbal,4,2790.0,5.0,20400000,7311.83
Hebbal,2,1088.0,2.0,6200000,5698.53
Hebbal,3,1987.0,4.0,16500000,8303.98
Hebbal,4,2790.0,5.0,19800000,7096.77
Hebbal,2,1299.0,2.0,10000000,7698.23
Hebbal,2,1200.0,2.0,6000000,5000.0
Hebbal,3,1645.0,3.0,11700000,7112.46
Hebbal,2,1390.0,2.0,9500000,6834.53
Hebbal,2,1333.0,2.0,10000000,7501.88
Hebbal,3,1355.0,3.0,8387000,6189.67
Hebbal,3,2650.0,4.0,19900000,7509.43
Hebbal,3,1800.0,3.0,14000000,7777.78
Hebbal,3,1860.0,3.0,9500000,5107.53
Hebbal,4,2470.0,4.0,20300000,8218.62
Hebbal,3,1255.0,2.0,9500000,7569.72
Hebbal,2,1333.0,2.0,10400000,7801.95
Hebbal,3,1645.0,3.0,11700000,7112.46
Hebbal,3,2600.0,3.0,19900000,7653.85
Hebbal,2,1345.0,2.0,9700000,7211.9
Hebbal,3,1110.0,3.0,5900000,5315.32
Hebbal,2,985.0,2.0,6200000,6294.42
Hebbal,2,1320.0,2.0,9100000,6893.94
Hebbal,3,2388.0,3.0,19500000,8165.83
Hebbal,2,1040.0,2.0,5500000,5288.46
Hebbal,3,1315.0,3.0,6500000,4942.97
Hebbal,3,2600.0,3.0,19500000,7500.0
Hebbal,2,1075.0,2.0,5200000,4837.21
Hebbal,4,2630.0,5.0,18800000,7148.29
Hebbal,4,2790.0,5.0,19800000,7096.77
Hebbal,3,1645.0,3.0,11300000,6869.3
Hebbal,3,1355.0,3.0,8387000,6189.67
Hebbal,2,1420.0,2.0,9939000,6999.3
Hebbal,3,1590.0,3.0,9600000,6037.74
Hebbal,2,1162.0,2.0,6900000,5938.04
Hebbal,2,1100.0,2.0,6000000,5454.55
Hebbal,4,4235.0,5.0,36400000,8595.04
Hebbal,2,1299.0,2.0,9700000,7467.28
Hebbal,3,1255.0,3.0,7768000,6189.64
Hebbal,4,2470.0,5.0,19200000,7773.28
Hebbal,3,1645.0,3.0,11700000,7112.46
Hebbal,3,1920.0,3.0,13400000,6979.17
Hebbal,3,1920.0,3.0,15000000,7812.5
Hebbal,4,2375.0,4.0,18900000,7957.89
Hebbal,2,1420.0,2.0,9926000,6990.14
Hebbal,2,1252.0,2.0,9200000,7348.24
Hebbal,4,2790.0,4.0,19800000,7096.77
Hebbal,2,1162.0,2.0,5900000,5077.45
Hebbal,2,1294.0,2.0,11500000,8887.17
Hebbal,2,1150.0,2.0,5700000,4956.52
Hebbal,3,1740.0,2.0,13700000,7873.56
Hebbal,3,1430.0,3.0,8500000,5944.06
Hebbal,3,1662.0,3.0,15500000,9326.11
Hebbal,3,2250.0,3.0,21900000,9733.33
Hebbal,2,1349.0,2.0,9800000,7264.64
Hebbal,2,1349.0,2.0,9680000,7175.69
Hebbal Kempapura,3,1700.0,3.0,15500000,9117.65
Hebbal Kempapura,3,1800.0,3.0,17500000,9722.22
Hebbal Kempapura,3,2900.0,4.0,30000000,10344.83
Hebbal Kempapura,3,3522.0,3.0,38000000,10789.32
Hebbal Kempapura,5,2280.0,5.0,20000000,8771.93
Hebbal Kempapura,2,1200.0,2.0,12500000,10416.67
Hebbal Kempapura,3,2900.0,4.0,24000000,8275.86
Hebbal Kempapura,4,3900.0,5.0,36000000,9230.77
Hebbal Kempapura,2,1300.0,2.0,10200000,7846.15
Hebbal Kempapura,3,1466.0,2.0,14000000,9549.8
Hebbal Kempapura,4,3900.0,5.0,31000000,7948.72
Hebbal Kempapura,3,1725.0,2.0,16500000,9565.22
Hebbal Kempapura,3,1200.0,3.0,12500000,10416.67
Hebbal Kempapura,3,3408.0,3.0,26000000,7629.11
Hebbal Kempapura,2,1485.0,3.0,13200000,8888.89
Hebbal Kempapura,2,1400.0,2.0,10800000,7714.29
Hebbal Kempapura,3,1800.0,3.0,15000000,8333.33
Hebbal Kempapura,5,2400.0,5.0,20000000,8333.33
Hebbal Kempapura,5,2800.0,5.0,22000000,7857.14
Hebbal Kempapura,3,1785.0,3.0,16500000,9243.7
Hebbal Kempapura,4,3729.0,4.0,38400000,10297.67
Hebbal Kempapura,3,1600.0,3.0,17000000,10625.0
Hebbal Kempapura,3,1730.0,3.0,17500000,10115.61
Hebbal Kempapura,4,2485.0,4.0,19800000,7967.81
Hegde Nagar,3,1569.0,3.0,10100000,6437.22
Hegde Nagar,6,3000.0,7.0,21000000,7000.0
Hegde Nagar,3,2026.0,3.0,13200000,6515.3
Hegde Nagar,3,1801.0,3.0,11500000,6385.34
Hegde Nagar,2,1050.0,1.0,5600000,5333.33
Hegde Nagar,2,1341.0,2.0,9700000,7233.41
Hegde Nagar,3,2112.95,4.0,14500000,6862.44
Hegde Nagar,4,1200.0,4.0,8300000,6916.67
Hegde Nagar,3,1703.0,3.0,11300000,6635.35
Hegde Nagar,3,1570.0,3.0,10500000,6687.9
Hegde Nagar,3,1801.0,3.0,14000000,7773.46
Hegde Nagar,3,1584.01,3.0,10300000,6502.48
Hegde Nagar,3,1965.0,4.0,12500000,6361.32
Hegde Nagar,2,1200.0,2.0,7500000,6250.0
Hegde Nagar,3,1847.0,3.0,13500000,7309.15
Hegde Nagar,3,1965.0,4.0,13200000,6717.56
Hegde Nagar,3,1703.0,3.0,12500000,7339.99
Hegde Nagar,3,1847.0,3.0,12500000,6767.73
Hegde Nagar,3,2144.6,4.0,14500000,6761.17
Hegde Nagar,3,1718.0,3.0,11900000,6926.66
Hegde Nagar,3,1847.0,3.0,12300000,6659.45
Hegde Nagar,2,1340.0,2.0,7200000,5373.13
Hegde Nagar,3,2087.01,3.0,11500000,5510.28
Hegde Nagar,3,1703.0,3.0,13000000,7633.59
Hegde Nagar,3,2087.01,4.0,13500000,6468.58
Hegde Nagar,3,1718.0,3.0,13000000,7566.94
Hegde Nagar,3,1884.0,4.0,11800000,6263.27
Hegde Nagar,3,1930.0,4.0,12200000,6321.24
Hegde Nagar,3,1584.01,3.0,10400000,6565.62
Hegde Nagar,3,1168.0,2.0,6800000,5821.92
Hegde Nagar,3,2162.03,4.0,12900000,5966.61
Hegde Nagar,3,2087.01,4.0,16000000,7666.47
Hegde Nagar,2,1000.0,2.0,6600000,6600.0
Hegde Nagar,3,1348.0,2.0,8050000,5971.81
Hennur,2,1075.0,2.0,5200000,4837.21
Hennur,2,1255.0,2.0,5232000,4168.92
Hennur,2,1225.0,2.0,5700000,4653.06
Hennur,2,1255.0,2.0,5750000,4581.67
Hennur,2,1259.0,2.0,5700000,4527.4
Hennur,2,1255.0,2.0,5350000,4262.95
Hennur,2,1285.0,2.0,6000000,4669.26
Hennur,2,1285.0,2.0,6000000,4669.26
Hennur,2,1100.0,2.0,6000000,5454.55
Hennur,2,1231.0,2.0,4800000,3899.27
Hennur,2,1255.0,2.0,5800000,4621.51
Hennur,2,1040.0,2.0,4212000,4050.0
Hennur,2,1255.0,2.0,5450000,4342.63
Hennur,2,1041.0,2.0,4060000,3900.1
Hennur,3,1340.0,3.0,5424000,4047.76
Hennur,2,1255.0,2.0,5550000,4422.31
Hennur,3,1260.0,2.0,5200000,4126.98
Hennur,2,1231.0,2.0,5000000,4061.74
Hennur,5,2500.0,5.0,12500000,5000.0
Hennur,2,1160.0,2.0,4900000,4224.14
Hennur,3,2400.0,3.0,13500000,5625.0
Hennur,2,1255.0,2.0,5350000,4262.95
Hennur,2,1255.0,2.0,5550000,4422.31
Hennur,2,1100.0,2.0,4455000,4050.0
Hennur,2,1255.0,2.0,5750000,4581.67
Hennur,2,960.0,2.0,4800000,5000.0
Hennur,2,1020.0,2.0,4800000,4705.88
Hennur,2,1255.0,2.0,5232000,4168.92
Hennur,2,1295.0,2.0,6400000,4942.08
Hennur,3,1935.0,3.0,10200000,5271.32
Hennur,3,1655.0,2.0,7050000,4259.82
Hennur,3,1345.0,2.0,6900000,5130.11
Hennur,2,1255.0,2.0,5800000,4621.51
Hennur,2,1420.0,2.0,6200000,4366.2
Hennur,2,1155.0,2.0,5450000,4718.61
Hennur,2,1255.0,2.0,5232000,4168.92
Hennur,2,1255.0,2.0,5235000,4171.31
Hennur,3,1340.0,2.0,5427000,4050.0
Hennur,2,1255.0,2.0,5450000,4342.63
Hennur,3,1830.0,2.0,11300000,6174.86
Hennur,3,1830.5,3.0,8420500,4600.11
Hennur,2,1255.0,2.0,5550000,4422.31
Hennur,2,1255.0,2.0,5357000,4268.53
Hennur,2,1255.0,2.0,5650000,4501.99
Hennur,2,1050.0,2.0,4273000,4069.52
Hennur,2,1295.0,2.0,6200000,4787.64
Hennur Road,3,2089.0,3.0,14000000,6701.77
Hennur Road,8,5000.0,8.0,25000000,5000.0
Hennur Road,2,1385.0,2.0,8309000,5999.28
Hennur Road,2,1317.5,2.0,6377000,4840.23
Hennur Road,3,1500.0,2.0,6200000,4133.33
Hennur Road,3,2264.0,3.0,15900000,7022.97
Hennur Road,2,1157.0,2.0,8400000,7260.16
Hennur Road,3,1904.0,3.0,12000000,6302.52
Hennur Road,3,1891.0,3.0,10900000,5764.15
Hennur Road,3,1561.0,3.0,9500000,6085.84
Hennur Road,3,1192.0,2.0,6000000,5033.56
Hennur Road,3,2060.0,3.0,14900000,7233.01
Hennur Road,3,1482.0,2.0,9200000,6207.83
Hennur Road,2,1232.0,2.0,8900000,7224.03
Hennur Road,2,1065.0,2.0,4260000,4000.0
Hennur Road,3,1482.0,2.0,8373000,5649.8
Hennur Road,3,1482.0,2.0,8700000,5870.45
Hennur Road,3,1891.0,3.0,13900000,7350.61
Hennur Road,3,1703.0,3.0,10100000,5930.71
Hennur Road,2,1232.0,2.0,6961000,5650.16
Hennur Road,2,987.0,2.0,4900000,4964.54
Hennur Road,3,1804.0,3.0,10200000,5654.1
Hennur Road,3,2160.0,3.0,16000000,7407.41
Hennur Road,3,1186.0,2.0,6300000,5311.97
Hennur Road,3,1680.0,3.0,9927000,5908.93
Hennur Road,2,1065.0,2.0,4260000,4000.0
Hennur Road,2,1385.0,2.0,8309000,5999.28
Hennur Road,3,1186.0,2.0,5600000,4721.75
Hennur Road,3,2350.0,3.0,17400000,7404.26
Hennur Road,3,1586.0,3.0,9394000,5923.08
Hennur Road,3,1975.0,3.0,12300000,6227.85
Hennur Road,3,1290.0,2.0,9450000,7325.58
Hennur Road,2,901.0,2.0,4950000,5493.9
Hennur Road,3,1445.0,3.0,8656000,5990.31
Hennur Road,3,1482.0,2.0,9700000,6545.21
Hennur Road,2,1182.0,2.0,8250000,6979.7
Hennur Road,3,1192.0,2.0,6200000,5201.34
Hennur Road,2,1036.0,2.0,5946000,5739.38
Hennur Road,3,1891.0,3.0,10900000,5764.15
Hennur Road,2,1232.0,2.0,6961000,5650.16
Hennur Road,3,1804.0,3.0,10200000,5654.1
Hennur Road,3,2320.0,3.0,17000000,7327.59
Hennur Road,3,1936.0,3.0,11800000,6095.04
Hennur Road,2,1480.0,2.0,6500000,4391.89
Hennur Road,3,1590.0,3.0,9650000,6069.18
Hennur Road,3,1445.0,2.0,10500000,7266.44
Hennur Road,2,1036.0,2.0,5945000,5738.42
Hennur Road,3,1832.0,3.0,12500000,6823.14
Hennur Road,2,1359.0,2.0,10400000,7652.69
Hennur Road,2,1341.0,2.0,7576000,5649.52
Hennur Road,2,1040.0,2.0,5000000,4807.69
Hennur Road,3,1685.0,3.0,9500000,5637.98
Hennur Road,2,1414.0,2.0,8418000,5953.32
Hennur Road,3,1949.0,3.0,13300000,6824.01
